UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,(*)Production_Qty,(*)Availability,(*)Quality_Rate,(*)Defect_Rate,(*)Power_Consumption,(*)Performance,(*)OEE,(*)Risk_Level,(*)Maintenance_Priority,(*)Equipment_ID,(*)Line
3296,L50475,L,301.1,310.2,1496,43.4,54,0,0,0,0,0,0,111.9,95.16,98.94,1.05999999999999,64.9264,83.1111111111111,78.25019488,Medium,Plan,MC-3296,Line 101
3297,M18156,M,301.2,310.3,1379,43.2,56,0,0,0,0,0,0,111.6,95.12,98.98,1.02000000000001,59.5728,76.6111111111111,72.1291895022222,Medium,Plan,MC-3297,Line 102
3298,L50477,L,301.2,310.3,1548,38.6,59,0,0,0,0,0,0,111.15,95.36,100,0,59.7528,86,82.0096,Medium,Plan,MC-3298,Line 101
3299,L50478,L,301.2,310.3,1499,38.1,61,0,0,0,0,0,0,110.85,95.18,100,0,57.1119,83.2777777777778,79.2637888888889,Medium,Plan,MC-3299,Line 101
3300,L50479,L,301.3,310.5,1390,45.8,63,0,0,0,0,0,0,110.55,94.32,98.16,1.83999999999999,63.662,77.2222222222222,71.4958176,Medium,Plan,MC-3300,Line 101
3301,H32714,H,301.3,310.4,1538,38.4,65,0,0,0,0,0,0,110.25,95.08,100,0,59.0592,85.4444444444444,81.2405777777778,Medium,Plan,MC-3301,Line 201
3302,L50481,L,301.3,310.5,1365,47.7,70,0,0,0,0,0,0,109.5,93.66,97.59,2.41,65.1105,75.8333333333333,69.31378545,Warning,Normal,MC-3302,Line 101
3303,L50482,L,301.3,310.5,1503,48.6,72,0,0,0,0,0,0,109.2,93.4,97.32,2.67999999999999,73.0458,83.5,75.8988948,Medium,Plan,MC-3303,Line 101
3304,L50483,L,301.2,310.4,1390,49.9,74,0,0,0,0,0,0,108.9,93.06,96.95,3.05,69.361,77.2222222222222,69.6711785,Warning,Normal,MC-3304,Line 101
3305,L50484,L,301.2,310.3,1497,45.7,76,0,0,0,0,0,0,108.6,93.82,98.23,1.77000000000001,68.4129,83.1666666666667,76.6458893566667,Medium,Plan,MC-3305,Line 101
3306,M18165,M,301.3,310.4,1577,48.3,78,0,0,0,0,0,0,108.3,93.22,97.43,2.56999999999999,76.1691,87.6111111111111,79.5721310788889,Medium,Plan,MC-3306,Line 102
3307,L50486,L,301.4,310.5,1432,54.3,81,0,0,0,0,0,0,107.85,91.9,95.61,4.38999999999999,77.7576,79.5555555555556,69.9019582666667,Warning,Normal,MC-3307,Line 101
3308,M18167,M,301.4,310.5,1563,39.9,83,0,0,0,0,0,0,107.55,94.66,99.93,0.0699999999999932,62.3637,86.8333333333333,82.13889583,Medium,Plan,MC-3308,Line 102
3309,L50488,L,301.4,310.4,1433,43.4,86,0,0,0,0,0,0,107.1,93.88,98.9,1.09999999999999,62.1922,79.6111111111111,73.9167830888889,Medium,Plan,MC-3309,Line 101
3310,L50489,L,301.3,310.4,1384,50.1,88,0,0,0,0,0,0,106.8,92.46,96.89,3.11,69.3384,76.8888888888889,68.8805220533333,Warning,Normal,MC-3310,Line 101
3311,L50490,L,301.3,310.4,1346,46.7,90,0,0,0,0,0,0,106.5,93.06,97.91,2.09,62.8582,74.7777777777778,68.13380662,Warning,Normal,MC-3311,Line 101
3312,L50491,L,301.3,310.4,1459,44.7,92,0,0,0,0,0,0,106.2,93.38,98.51,1.48999999999999,65.2173,81.0555555555556,74.5619015788889,Medium,Plan,MC-3312,Line 101
3313,L50492,L,301.4,310.4,1639,28.9,94,0,0,0,0,0,0,105.9,92.02,100,0,47.3671,91.0555555555556,83.7893222222222,Medium,Plan,MC-3313,Line 101
3314,L50493,L,301.4,310.4,1737,31.9,96,0,0,0,0,0,0,105.6,92.54,100,0,55.4103,96.5,89.3011,Low,Normal,MC-3314,Line 101
3315,L50494,L,301.4,310.5,1489,43.5,98,0,0,0,0,0,0,105.3,93.38,98.85,1.14999999999999,64.7715,82.7222222222222,76.3576819833333,Medium,Plan,MC-3315,Line 101
3316,M18175,M,301.5,310.6,1492,43,100,0,0,0,0,0,0,105,93.4,98.98,1.02000000000001,64.156,82.8888888888889,76.6285563555556,Medium,Plan,MC-3316,Line 102
3317,M18176,M,301.4,310.5,1217,60.6,103,0,0,0,0,0,0,104.55,89.76,93.72,6.28,73.7502,67.6111111111111,56.87654368,High,Urgent,MC-3317,Line 102
3318,L50497,L,301.5,310.5,1636,28.7,106,0,0,0,0,0,0,104.1,91.5,100,0,46.9532,90.8888888888889,83.1633333333333,Medium,Plan,MC-3318,Line 101
3319,L50498,L,301.4,310.4,1436,49.7,108,0,0,0,0,0,0,103.8,91.74,97.01,2.98999999999999,71.3692,79.7777777777778,70.9998081466667,Medium,Plan,MC-3319,Line 101
3320,L50499,L,301.4,310.4,1689,30.6,110,0,0,0,0,0,0,103.5,91.72,100,0,51.6834,93.8333333333333,86.0639333333333,Low,Normal,MC-3320,Line 101
3321,L50500,L,301.5,310.5,2289,16.4,112,0,0,0,0,0,0,103.2,88.8,100,0,37.5396,100,88.8,Low,Normal,MC-3321,Line 101
3322,L50501,L,301.5,310.6,1522,41,114,0,0,0,0,0,0,102.9,93.24,99.58,0.420000000000002,62.402,84.5555555555556,78.50847368,Medium,Plan,MC-3322,Line 101
3323,L50502,L,301.5,310.5,1351,52.9,116,0,0,0,0,0,0,102.6,90.78,96.03,3.97,71.4679,75.0555555555556,65.43045663,Warning,Normal,MC-3323,Line 101
3324,L50503,L,301.5,310.5,1589,36.7,118,0,0,0,0,0,0,102.3,92.62,100,0,58.3163,88.2777777777778,81.7628777777778,Medium,Plan,MC-3324,Line 101
3325,L50504,L,301.5,310.6,1578,34.1,120,0,0,0,0,0,0,102,92.02,100,0,53.8098,87.6666666666667,80.6708666666667,Medium,Plan,MC-3325,Line 101
3326,L50505,L,301.5,310.6,1587,33.7,122,0,0,0,0,0,0,101.7,91.86,100,0,53.4819,88.1666666666667,80.9899,Medium,Plan,MC-3326,Line 101
3327,L50506,L,301.5,310.6,1962,20.2,124,0,0,0,0,0,0,101.4,89.08,100,0,39.6324,100,89.08,Low,Normal,MC-3327,Line 101
3328,M18187,M,301.5,310.6,2432,14.2,126,0,0,0,0,0,0,101.1,87.8,100,0,34.5344,100,87.8,Low,Normal,MC-3328,Line 102
3329,L50508,L,301.6,310.6,1418,43.9,129,0,0,0,0,0,0,100.65,92.06,98.71,1.29000000000001,62.2502,78.7777777777778,71.5872778155556,Medium,Plan,MC-3329,Line 101
3330,L50509,L,301.6,310.7,1683,29.7,131,0,0,0,0,0,0,100.35,90.7,100,0,49.9851,93.5,84.8045,Medium,Plan,MC-3330,Line 101
3331,L50510,L,301.7,310.8,1385,50.7,133,0,0,0,0,0,0,100.05,90.54,96.63,3.37,70.2195,76.9444444444444,67.31777265,Warning,Normal,MC-3331,Line 101
3332,L50511,L,301.7,310.8,1559,44.5,135,0,0,0,0,0,0,99.75,91.7,98.49,1.50999999999999,69.3755,86.6111111111111,78.2231108166667,Medium,Plan,MC-3332,Line 101
3333,M18192,M,301.7,310.8,1671,31.6,137,0,0,0,0,0,0,99.45,90.84,100,0,52.8036,92.8333333333333,84.3298,Medium,Plan,MC-3333,Line 102
3334,M18193,M,301.6,310.8,1343,49.5,140,0,0,0,0,0,0,99,90.5,96.99,3.00999999999999,66.4785,74.6111111111111,65.4906115833333,Warning,Normal,MC-3334,Line 102
3335,M18194,M,301.6,310.8,1548,34.2,143,0,0,0,0,0,0,98.55,91.12,100,0,52.9416,86,78.3632,Medium,Plan,MC-3335,Line 102
3336,L50515,L,301.7,310.9,1705,31.2,146,0,0,0,0,0,0,98.1,90.4,100,0,53.196,94.7222222222222,85.6288888888889,Low,Normal,MC-3336,Line 101
3337,L50516,L,301.6,310.8,1535,35.4,148,0,0,0,0,0,0,97.8,91.16,100,0,54.339,85.2777777777778,77.7392222222222,Medium,Plan,MC-3337,Line 101
3338,L50517,L,301.6,310.8,1564,34.1,150,0,0,0,0,0,0,97.5,90.82,100,0,53.3324,86.8888888888889,78.9124888888889,Medium,Plan,MC-3338,Line 101
3339,M18198,M,301.6,310.9,1510,40.9,152,0,0,0,0,0,0,97.2,91.74,99.55,0.449999999999989,61.759,83.8888888888889,76.6133481666667,Medium,Plan,MC-3339,Line 102
3340,L50519,L,301.6,310.9,1492,45.2,155,0,0,0,0,0,0,96.75,90.76,98.26,1.73999999999999,67.4384,82.8888888888889,73.9209543288889,Medium,Plan,MC-3340,Line 101
3341,M18200,M,301.5,310.8,1452,44.1,157,0,0,0,0,0,0,96.45,90.9,98.61,1.39,64.0332,80.6666666666667,72.3067686,Medium,Plan,MC-3341,Line 102
3342,H32755,H,301.4,310.7,1329,52,160,0,0,0,0,0,0,96,89.2,96.26,3.73999999999999,69.108,73.8333333333333,63.3961942666667,Warning,Normal,MC-3342,Line 201
3343,L50522,L,301.5,310.8,1382,52.4,165,0,0,0,0,0,0,95.25,88.92,96.12,3.88,72.4168,76.7777777777778,65.62189296,Warning,Normal,MC-3343,Line 101
3344,M18203,M,301.5,310.8,1628,36.4,167,0,0,0,0,0,0,94.95,90.6,100,0,59.2592,90.4444444444444,81.9426666666667,Medium,Plan,MC-3344,Line 102
3345,L50524,L,301.4,310.7,1706,27.9,170,0,0,0,0,0,0,94.5,88.78,100,0,47.5974,94.7777777777778,84.1437111111111,Medium,Plan,MC-3345,Line 101
3346,L50525,L,301.3,310.7,1594,34.1,172,0,0,0,0,0,0,94.2,89.94,100,0,54.3554,88.5555555555556,79.6468666666667,Medium,Plan,MC-3346,Line 101
3347,L50526,L,301.3,310.7,1761,24.3,174,0,0,0,0,0,0,93.9,87.9,100,0,42.7923,97.8333333333333,85.9955,Low,Normal,MC-3347,Line 101
3348,L50527,L,301.3,310.6,1529,41.8,176,0,0,0,0,0,0,93.6,90.6,99.34,0.659999999999997,63.9122,84.9444444444444,76.4517328666667,Medium,Plan,MC-3348,Line 101
3349,M18208,M,301.3,310.7,1532,40.7,178,0,0,0,0,0,0,93.3,90.74,99.65,0.350000000000009,62.3524,85.1111111111111,76.9595178444444,Medium,Plan,MC-3349,Line 102
3350,L50529,L,301.4,310.7,1673,27.8,181,0,0,0,0,0,0,92.85,88.32,100,0,46.5094,92.9444444444444,82.0885333333333,Medium,Plan,MC-3350,Line 101
3351,L50530,L,301.4,310.8,1285,62.6,183,1,0,0,0,1,0,92.55,64.51,93.06,6.94,80.441,71.3888888888889,42.85689595,High,Immediate,MC-3351,Line 101
3352,L50531,L,301.4,310.8,1680,31.4,185,0,0,0,0,0,0,92.25,88.88,100,0,52.752,93.3333333333333,82.9546666666667,Medium,Plan,MC-3352,Line 101
3353,L50532,L,301.4,310.8,1610,34.6,187,0,0,0,0,0,0,91.95,89.44,100,0,55.706,89.4444444444444,79.9991111111111,Medium,Plan,MC-3353,Line 101
3354,L50533,L,301.6,310.9,1632,31.6,189,0,0,0,0,0,0,91.65,88.76,100,0,51.5712,90.6666666666667,80.4757333333333,Medium,Plan,MC-3354,Line 101
3355,L50534,L,301.6,310.9,1559,40.2,191,0,0,0,0,0,0,91.35,90.32,99.76,0.239999999999995,62.6718,86.6111111111111,78.0394103822222,Medium,Plan,MC-3355,Line 101
3356,L50535,L,301.5,310.8,1367,49,193,0,0,0,0,0,0,91.05,88.48,97.14,2.86,66.983,75.9444444444444,65.2738490133333,Warning,Normal,MC-3356,Line 101
3357,L50536,L,301.6,310.8,1355,57.8,195,1,0,0,0,1,0,90.75,64.15,94.5,5.5,78.319,75.2777777777778,45.63470625,High,Immediate,MC-3357,Line 101
3358,H32771,H,301.6,310.7,1414,51.7,197,0,0,0,0,0,0,90.45,87.78,96.35,3.65000000000001,73.1038,78.5555555555556,66.4391702333333,Warning,Normal,MC-3358,Line 201
3359,L50538,L,301.5,310.6,1522,36.6,202,0,0,0,0,0,0,89.7,89.24,100,0,55.7052,84.5555555555556,75.4573777777778,Medium,Plan,MC-3359,Line 101
3360,L50539,L,301.5,310.6,1525,41.9,204,0,0,0,0,0,0,89.4,89.46,99.31,0.689999999999998,63.8975,84.7222222222222,75.26953175,Medium,Plan,MC-3360,Line 101
3361,L50540,L,301.5,310.6,1394,46.5,206,0,0,0,0,0,0,89.1,88.46,97.93,2.07000000000001,64.821,77.4444444444444,67.0892532955556,Warning,Normal,MC-3361,Line 101
3362,L50541,L,301.5,310.6,1519,40.7,208,0,0,0,0,0,0,88.8,89.54,99.67,0.330000000000013,61.8233,84.3888888888889,75.3124571344444,Medium,Plan,MC-3362,Line 101
3363,L50542,L,301.4,310.6,1445,43.9,210,0,0,0,0,0,0,88.5,88.82,98.71,1.29000000000001,63.4355,80.2777777777778,70.3829171055555,Medium,Plan,MC-3363,Line 101
3364,L50543,L,301.4,310.6,1555,43.3,212,0,0,0,0,0,0,88.2,88.86,98.89,1.11,67.3315,86.3888888888889,75.9130733166666,Medium,Plan,MC-3364,Line 101
3365,L50544,L,301.4,310.5,1633,39.5,0,0,0,0,0,0,0,120,97.9,100,0,64.5035,90.7222222222222,88.8170555555556,Low,Normal,MC-3365,Line 101
3366,M18225,M,301.4,310.6,1630,30.3,2,0,0,0,0,0,0,119.7,95.98,100,0,49.389,90.5555555555556,86.9152222222222,Low,Normal,MC-3366,Line 102
3367,M18226,M,301.4,310.7,1692,32.3,5,0,0,0,0,0,0,119.25,96.26,100,0,54.6516,94,90.4844,Low,Normal,MC-3367,Line 102
3368,H32781,H,301.5,310.7,1790,26.2,8,0,0,0,0,0,0,118.8,94.92,100,0,46.898,99.4444444444444,94.3926666666667,Low,Normal,MC-3368,Line 201
3369,L50548,L,301.5,310.8,1350,58.5,13,0,0,0,0,0,0,118.05,93.78,94.29,5.70999999999999,78.975,75,66.3188715,Warning,Normal,MC-3369,Line 101
3370,L50549,L,301.5,310.9,2760,8,15,1,0,0,1,0,0,117.75,69.55,100,0,22.08,100,69.55,Warning,Immediate,MC-3370,Line 101
3371,L50550,L,301.4,310.7,1584,32.2,17,0,0,0,0,0,0,117.45,95.76,100,0,51.0048,88,84.2688,Medium,Plan,MC-3371,Line 101
3372,L50551,L,301.4,310.7,1989,21.8,19,0,0,0,0,0,0,117.15,93.6,100,0,43.3602,100,93.6,Low,Normal,MC-3372,Line 101
3373,L50552,L,301.4,310.8,1431,44.3,21,0,0,0,0,0,0,116.85,96.3,98.55,1.44999999999999,63.3933,79.5,75.44840175,Medium,Plan,MC-3373,Line 101
3374,L50553,L,301.4,310.7,1568,35.2,23,0,0,0,0,0,0,116.55,96.12,100,0,55.1936,87.1111111111111,83.7312,Medium,Plan,MC-3374,Line 101
3375,L50554,L,301.4,310.7,1376,50.6,25,0,0,0,0,0,0,116.25,94.88,96.68,3.32000000000001,69.6256,76.4444444444444,70.1224766577778,Medium,Plan,MC-3375,Line 101
3376,M18235,M,301.4,310.6,1459,46.9,27,0,0,0,0,0,0,115.95,95.54,97.81,2.19,68.4271,81.0555555555556,75.7445313144445,Medium,Plan,MC-3376,Line 102
3377,M18236,M,301.5,310.8,1385,47.5,30,0,0,0,0,0,0,115.5,95.3,97.59,2.41,65.7875,76.9444444444444,71.5608494166667,Medium,Plan,MC-3377,Line 102
3378,H32791,H,301.5,310.8,1591,29.6,33,0,0,0,0,0,0,115.05,94.6,100,0,47.0936,88.3888888888889,83.6158888888889,Medium,Plan,MC-3378,Line 201
3379,L50558,L,301.5,310.7,1568,33.1,38,0,0,0,0,0,0,114.3,95.1,100,0,51.9008,87.1111111111111,82.8426666666667,Medium,Plan,MC-3379,Line 101
3380,M18239,M,301.4,310.7,1459,37.7,40,0,0,0,0,0,0,114,95.94,100,0,55.0043,81.0555555555556,77.7647,Medium,Plan,MC-3380,Line 102
3381,L50560,L,301.4,310.7,1590,36.3,43,0,0,0,0,0,0,113.55,95.54,100,0,57.717,88.3333333333333,84.3936666666667,Medium,Plan,MC-3381,Line 101
3382,L50561,L,301.3,310.6,1376,47.6,45,0,0,0,0,0,0,113.25,94.68,97.6,2.40000000000001,65.4976,76.4444444444444,70.6405376,Medium,Plan,MC-3382,Line 101
3383,L50562,L,301.3,310.6,1510,38.5,47,0,0,0,0,0,0,112.95,95.82,100,0,58.135,83.8888888888889,80.3823333333333,Medium,Plan,MC-3383,Line 101
3384,H32797,H,301.4,310.6,1674,33.6,49,0,0,0,0,0,0,112.65,94.76,100,0,56.2464,93,88.1268,Low,Normal,MC-3384,Line 201
3385,L50564,L,301.3,310.6,1426,40.7,54,0,0,0,0,0,0,111.9,95.7,99.67,0.330000000000013,58.0382,79.2222222222222,75.5654749666667,Medium,Plan,MC-3385,Line 101
3386,L50565,L,301.5,310.7,1466,43.6,56,0,0,0,0,0,0,111.6,95.04,98.78,1.22,63.9176,81.4444444444444,76.46046144,Medium,Plan,MC-3386,Line 101
3387,H32800,H,301.5,310.8,1474,38.7,58,0,0,0,0,0,0,111.3,95.42,100,0,57.0438,81.8888888888889,78.1383777777778,Medium,Plan,MC-3387,Line 201
3388,M18247,M,301.6,310.8,1290,65.3,63,0,0,0,0,0,0,110.55,90.42,92.25,7.75,84.237,71.6666666666667,59.7789225,High,Urgent,MC-3388,Line 102
3389,M18248,M,301.7,310.9,1435,48,66,0,0,0,0,0,0,110.1,93.76,97.42,2.58,68.88,79.7222222222222,72.8190686222222,Medium,Plan,MC-3389,Line 102
3390,M18249,M,301.5,310.7,1416,53.2,69,0,0,0,0,0,0,109.65,92.6,95.9,4.10000000000001,75.3312,78.6666666666667,69.8586746666667,Warning,Normal,MC-3390,Line 102
3391,H32804,H,301.5,310.7,1599,40.4,72,0,0,0,0,0,0,109.2,95.04,99.74,0.260000000000005,64.5996,88.8333333333333,84.20768928,Medium,Plan,MC-3391,Line 201
3392,L50571,L,301.5,310.7,1466,47.3,77,0,0,0,0,0,0,108.45,93.46,97.67,2.33,69.3418,81.4444444444444,74.3444288955556,Medium,Plan,MC-3392,Line 101
3393,L50572,L,301.5,310.7,1408,47.3,79,0,0,0,0,0,0,108.15,93.38,97.67,2.33,66.5984,78.2222222222222,71.3419879822222,Medium,Plan,MC-3393,Line 101
3394,L50573,L,301.5,310.6,1490,48.1,81,0,0,0,0,0,0,107.85,93.14,97.45,2.55000000000001,71.669,82.7777777777778,75.1331920555555,Medium,Plan,MC-3394,Line 101
3395,L50574,L,301.5,310.6,1405,42.3,83,0,0,0,0,0,0,107.55,94.22,99.19,0.810000000000002,59.4315,78.0555555555556,72.9482384944445,Medium,Plan,MC-3395,Line 101
3396,L50575,L,301.4,310.5,1647,33.3,85,0,0,0,0,0,0,107.25,93.26,100,0,54.8451,91.5,85.3329,Low,Normal,MC-3396,Line 101
3397,M18256,M,301.4,310.6,1459,35,87,0,0,0,0,0,0,106.95,93.52,100,0,51.065,81.0555555555556,75.8031555555556,Medium,Plan,MC-3397,Line 102
3398,L50577,L,301.4,310.6,1648,30.7,90,0,0,0,0,0,0,106.5,92.54,100,0,50.5936,91.5555555555556,84.7255111111111,Medium,Plan,MC-3398,Line 101
3399,L50578,L,301.4,310.7,1675,30.7,92,0,0,0,0,0,0,106.2,92.46,100,0,51.4225,93.0555555555556,86.0391666666667,Low,Normal,MC-3399,Line 101
3400,L50579,L,301.4,310.7,1605,34.2,94,0,0,0,0,0,0,105.9,93.08,100,0,54.891,89.1666666666667,82.9963333333333,Medium,Plan,MC-3400,Line 101
3401,H32814,H,301.4,310.7,1536,44.4,96,0,0,0,0,0,0,105.6,93.28,98.54,1.45999999999999,68.1984,85.3333333333333,78.4367889066667,Medium,Plan,MC-3401,Line 201
3402,M18261,M,301.4,310.7,1617,34.3,101,0,0,0,0,0,0,104.85,92.82,100,0,55.4631,89.8333333333333,83.3833,Medium,Plan,MC-3402,Line 102
3403,L50582,L,301.4,310.6,1347,53.3,104,0,0,0,0,0,0,104.4,91.18,95.89,4.11,71.7951,74.8333333333333,65.4286556633333,Warning,Normal,MC-3403,Line 101
3404,L50583,L,301.3,310.5,1337,52.7,106,0,0,0,0,0,0,104.1,91.22,96.09,3.91,70.4599,74.2777777777778,65.1069219033333,Warning,Normal,MC-3404,Line 101
3405,L50584,L,301.3,310.4,1695,30.9,108,0,0,0,0,0,0,103.8,91.86,100,0,52.3755,94.1666666666667,86.5015,Low,Normal,MC-3405,Line 101
3406,M18265,M,301.3,310.4,1635,32.5,110,0,0,0,0,0,0,103.5,92.1,100,0,53.1375,90.8333333333333,83.6575,Medium,Plan,MC-3406,Line 102
3407,L50586,L,301.2,310.4,1470,44,113,0,0,0,0,0,0,103.05,92.68,98.72,1.28,64.68,81.6666666666667,74.7198517333333,Medium,Plan,MC-3407,Line 101
3408,L50587,L,301.2,310.4,1381,49.8,115,0,0,0,0,0,0,102.75,91.44,96.98,3.02,68.7738,76.7222222222222,68.03612504,Warning,Normal,MC-3408,Line 101
3409,M18268,M,301.2,310.4,1382,41.6,117,0,0,0,0,0,0,102.45,93,99.44,0.560000000000002,57.4912,76.7777777777778,71.0034746666666,Medium,Plan,MC-3409,Line 102
3410,M18269,M,301.2,310.4,1697,30,120,0,0,0,0,0,0,102,91.2,100,0,50.91,94.2777777777778,85.9813333333333,Low,Normal,MC-3410,Line 102
3411,L50590,L,301.2,310.3,1451,39.7,123,0,0,0,0,0,0,101.55,93.02,100,0,57.6047,80.6111111111111,74.9844555555556,Medium,Plan,MC-3411,Line 101
3412,L50591,L,301.3,310.3,1419,55.7,125,0,0,0,0,0,0,101.25,89.86,95.23,4.77000000000001,79.0383,78.8333333333333,67.4605828233333,Warning,Normal,MC-3412,Line 101
3413,L50592,L,301.3,310.3,1313,55.6,127,0,0,0,0,0,0,100.95,89.8,95.26,4.74000000000001,73.0028,72.9444444444444,62.3992162444444,Warning,Normal,MC-3413,Line 101
3414,L50593,L,301.3,310.3,1560,36.3,129,0,0,0,0,0,0,100.65,92.1,100,0,56.628,86.6666666666667,79.82,Medium,Plan,MC-3414,Line 101
3415,L50594,L,301.3,310.3,1555,41.2,131,0,0,0,0,0,0,100.35,92.52,99.58,0.420000000000002,64.066,86.3888888888889,79.5913066,Medium,Plan,MC-3415,Line 101
3416,L50595,L,301.4,310.4,1579,36.9,133,0,0,0,0,0,0,100.05,92.06,100,0,58.2651,87.7222222222222,80.7570777777778,Medium,Plan,MC-3416,Line 101
3417,L50596,L,301.5,310.5,1435,44.6,135,0,0,0,0,0,0,99.75,91.68,98.52,1.47999999999999,64.001,79.7222222222222,72.0076112,Medium,Plan,MC-3417,Line 101
3418,L50597,L,301.6,310.6,1621,33.7,137,0,0,0,0,0,0,99.45,91.26,100,0,54.6277,90.0555555555556,82.1847,Medium,Plan,MC-3418,Line 101
3419,H32832,H,301.6,310.6,1555,40.4,139,0,0,0,0,0,0,99.15,92.36,99.76,0.240000000000009,62.822,86.3888888888889,79.5972847111111,Medium,Plan,MC-3419,Line 201
3420,L50599,L,301.5,310.5,1611,33.8,144,0,0,0,0,0,0,98.4,91,100,0,54.4518,89.5,81.445,Medium,Plan,MC-3420,Line 101
3421,L50600,L,301.6,310.6,1834,23.5,146,0,0,0,0,0,0,98.1,88.86,100,0,43.099,100,88.86,Low,Normal,MC-3421,Line 101
3422,M18281,M,301.5,310.5,1612,29.8,148,0,0,0,0,0,0,97.8,90.04,100,0,48.0376,89.5555555555556,80.6358222222222,Medium,Plan,MC-3422,Line 102
3423,L50602,L,301.5,310.4,1629,34.1,151,0,0,0,0,0,0,97.35,90.78,100,0,55.5489,90.5,82.1559,Medium,Plan,MC-3423,Line 101
3424,L50603,L,301.4,310.4,1496,35.2,153,0,0,0,0,0,0,97.05,90.92,100,0,52.6592,83.1111111111111,75.5646222222222,Medium,Plan,MC-3424,Line 101
3425,L50604,L,301.5,310.5,1593,32.9,155,0,0,0,0,0,0,96.75,90.38,100,0,52.4097,88.5,79.9863,Medium,Plan,MC-3425,Line 101
3426,M18285,M,301.5,310.5,1623,33.5,157,0,0,0,0,0,0,96.45,90.42,100,0,54.3705,90.1666666666667,81.5287,Medium,Plan,MC-3426,Line 102
3427,L50606,L,301.5,310.5,1380,48.7,160,0,0,0,0,0,0,96,89.86,97.29,2.70999999999999,67.206,76.6666666666667,67.0256754,Warning,Normal,MC-3427,Line 101
3428,L50607,L,301.6,310.6,1562,34.4,162,0,0,0,0,0,0,95.7,90.4,100,0,53.7328,86.7777777777778,78.4471111111111,Medium,Plan,MC-3428,Line 101
3429,L50608,L,301.6,310.6,1391,49.4,164,0,0,0,0,0,0,95.4,89.56,97.06,2.94,68.7154,77.2777777777778,67.1752044311111,Warning,Normal,MC-3429,Line 101
3430,H32843,H,301.5,310.5,1551,34.3,166,0,0,0,0,0,0,95.1,90.22,100,0,53.1993,86.1666666666667,77.7395666666667,Medium,Plan,MC-3430,Line 201
3431,H32844,H,301.6,310.6,1821,26.2,171,0,0,0,0,0,0,94.35,88.4,100,0,47.7102,100,88.4,Low,Normal,MC-3431,Line 201
3432,L50611,L,301.6,310.7,1429,43.6,176,0,0,0,0,0,0,93.6,90.24,98.78,1.22,62.3044,79.3888888888889,70.7665188266667,Medium,Plan,MC-3432,Line 101
3433,M18292,M,301.6,310.7,2012,20.7,178,0,0,0,0,0,0,93.3,87.02,100,0,41.6484,100,87.02,Low,Normal,MC-3433,Line 102
3434,M18293,M,301.6,310.6,1924,23.6,181,0,0,0,0,0,0,92.85,87.48,100,0,45.4064,100,87.48,Low,Normal,MC-3434,Line 102
3435,M18294,M,301.5,310.5,1412,44.1,184,0,0,0,0,0,0,92.4,89.82,98.67,1.33,62.2692,78.4444444444445,69.52169796,Warning,Normal,MC-3435,Line 102
3436,L50615,L,301.5,310.5,1389,54.9,187,0,0,0,0,0,0,91.95,87.54,95.43,4.56999999999999,76.2561,77.1666666666667,64.46458731,Warning,Normal,MC-3436,Line 101
3437,L50616,L,301.5,310.5,1466,48.1,189,0,0,0,0,0,0,91.65,88.82,97.47,2.53,70.5146,81.4444444444444,70.50877998,Medium,Plan,MC-3437,Line 101
3438,L50617,L,301.5,310.5,2297,15.8,191,0,0,0,0,0,0,91.35,85.52,100,0,36.2926,100,85.52,Low,Normal,MC-3438,Line 101
3439,L50618,L,301.4,310.4,1471,37.5,193,0,0,0,0,0,0,91.05,89.78,100,0,55.1625,81.7222222222222,73.3702111111111,Medium,Plan,MC-3439,Line 101
3440,L50619,L,301.4,310.3,1492,41.4,195,0,0,0,0,0,0,90.75,89.92,99.52,0.480000000000004,61.7688,82.8888888888889,74.1759271822222,Medium,Plan,MC-3440,Line 101
3441,L50620,L,301.3,310.3,1460,41.5,197,0,0,0,0,0,0,90.45,89.82,99.49,0.510000000000005,60.59,81.1111111111111,72.4824446,Medium,Plan,MC-3441,Line 101
3442,L50621,L,301.4,310.4,1559,39.4,199,0,0,0,0,0,0,90.15,89.92,100,0,61.4246,86.6111111111111,77.8807111111111,Medium,Plan,MC-3442,Line 101
3443,M18302,M,301.4,310.5,1495,52.5,201,0,0,0,0,0,0,89.85,87.46,96.15,3.84999999999999,78.4875,83.0555555555556,69.8437339166667,Warning,Normal,MC-3443,Line 102
3444,L50623,L,301.5,310.5,1535,39,204,0,0,0,0,0,0,89.4,89.64,100,0,59.865,85.2777777777778,76.443,Medium,Plan,MC-3444,Line 101
3445,L50624,L,301.5,310.6,1381,50.7,206,0,0,0,0,0,0,89.1,87.62,96.67,3.33000000000001,70.0167,76.7222222222222,64.9854515411111,Warning,Normal,MC-3445,Line 101
3446,M18305,M,301.6,310.6,1599,36.1,208,0,0,0,0,0,0,88.8,88.9,100,0,57.7239,88.8333333333333,78.9728333333333,Medium,Plan,MC-3446,Line 102
3447,H32860,H,301.6,310.6,1400,49.5,211,0,0,0,0,0,0,88.35,87.66,97.03,2.97,69.3,77.7777777777778,66.155054,Warning,Normal,MC-3447,Line 201
